factor_id,horizon,n_months,rolling_ic_3m_mean_latest,rolling_ic_3m_min,rolling_ic_3m_max,rolling_ls_3m_mean_latest,rolling_ic_6m_mean_latest,rolling_ic_6m_min,rolling_ic_6m_max,rolling_ls_6m_mean_latest,ic_positive_month_rate,ls_positive_month_rate,recent_6m_ic_mean,full_period_ic_mean,recent_vs_full_ic_delta,recent_6m_ls_mean,full_period_ls_mean,recent_vs_full_ls_delta,stability_score,stability_class,main_stability_note_zh,main_stability_note_en
breakout_dist_48h,4h,25,-0.016906,-0.031849,-0.004308,0.00093541,-0.016687,-0.026199,-0.013873,0.0008968,0.16,0.68,-0.016687,-0.019209,0.002522,0.0008968,0.00025688,0.00063992,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
breakout_dist_48h,72h,25,-0.002194,-0.026591,0.04018,0.01518434,0.005826,-0.013946,0.020811,0.01165534,0.48,0.72,0.005826,0.002308,0.003518,0.01165534,0.00586574,0.00578959,78.8,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
candle_body,1h,25,-0.040165,-0.040165,-0.012174,-0.0002756,-0.035293,-0.036207,-0.022613,-0.00017579,0.0,0.24,-0.035293,-0.031315,-0.003978,-0.00017579,-0.00013318,-4.261e-05,52.8,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
candle_body,24h,25,-0.014525,-0.020523,-0.00223,0.00088137,-0.014726,-0.017046,-0.004015,0.00053022,0.12,0.56,-0.014726,-0.009784,-0.004943,0.00053022,0.00038207,0.00014815,62.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
candle_body,4h,25,-0.031101,-0.031622,-0.012967,-0.00030759,-0.025656,-0.027611,-0.016587,8.7e-06,0.0,0.44,-0.025656,-0.02291,-0.002746,8.7e-06,4.079e-05,-3.209e-05,57.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
candle_body,72h,25,-0.005364,-0.011926,0.005077,0.00355482,-0.005743,-0.009522,0.002419,0.00231877,0.24,0.64,-0.005743,-0.003868,-0.001875,0.00231877,0.00124068,0.00107809,69.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
candle_wick_lower,1h,25,-0.012388,-0.012854,0.007594,-0.00040608,-0.008829,-0.008829,9.6e-05,-0.00029422,0.16,0.24,-0.008829,-0.006177,-0.002651,-0.00029422,-0.00012514,-0.00016908,58.3,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
candle_wick_lower,24h,25,0.004145,-0.003276,0.011791,-0.00018921,0.005166,0.000247,0.007251,-8.46e-05,0.72,0.36,0.005166,0.003484,0.001681,-8.46e-05,-0.00025854,0.00017394,78.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
candle_wick_lower,4h,25,-0.001754,-0.008917,0.012358,-0.000412,0.000486,-0.004597,0.004531,-0.00033906,0.44,0.2,0.000486,-0.000344,0.000829,-0.00033906,-0.00020785,-0.0001312,67.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
candle_wick_lower,72h,25,0.00649,-0.003467,0.011995,0.00145596,0.004128,-0.000797,0.005976,0.00034626,0.68,0.28,0.004128,0.002336,0.001792,0.00034626,-0.00115098,0.00149724,76.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
candle_wick_upper,1h,25,0.01275,-0.004512,0.018248,-0.0002776,0.012513,-0.002757,0.015508,-0.00025795,0.84,0.2,0.012513,0.009975,0.002538,-0.00025795,-0.00015826,-9.969e-05,79.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
candle_wick_upper,24h,25,-0.000508,-0.011838,0.001268,-0.00061445,-0.00226,-0.010494,-0.00226,-0.00038419,0.12,0.56,-0.00226,-0.005191,0.002931,-0.00038419,-0.00021532,-0.00016887,64.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
candle_wick_upper,4h,25,0.003045,-0.003011,0.007649,-0.00019392,0.002969,-0.001215,0.006126,-0.00017796,0.76,0.28,0.002969,0.003459,-0.00049,-0.00017796,-0.00024357,6.561e-05,78.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
candle_wick_upper,72h,25,-0.001202,-0.012864,0.002454,-0.00096568,-0.003077,-0.011505,-0.003077,-0.00086016,0.24,0.36,-0.003077,-0.006807,0.003729,-0.00086016,-0.00063507,-0.00022509,64.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
downside_vol_20h,1h,25,-0.021839,-0.045147,-0.017907,-0.00025974,-0.02011,-0.036318,-0.019986,-0.00012547,0.0,0.52,-0.02011,-0.028576,0.008465,-0.00012547,-3.698e-05,-8.848e-05,60.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
downside_vol_20h,24h,25,-0.054659,-0.112482,-0.048058,-0.00535174,-0.059639,-0.091398,-0.055709,-0.00260734,0.0,0.44,-0.059639,-0.073379,0.013739,-0.00260734,-0.0012374,-0.00136994,48.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
downside_vol_20h,4h,25,-0.034417,-0.061701,-0.026843,-0.00096226,-0.033991,-0.053969,-0.032849,-0.00044994,0.0,0.48,-0.033991,-0.043898,0.009907,-0.00044994,-0.00013692,-0.00031302,54.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
downside_vol_20h,72h,25,-0.07168,-0.141115,-0.044723,-0.01766659,-0.079021,-0.115032,-0.072811,-0.00953835,0.04,0.44,-0.079021,-0.088699,0.009678,-0.00953835,-0.00353894,-0.00599942,50.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ema_12_26_gap,1h,25,-0.006667,-0.023903,-0.006048,0.0003227,-0.010253,-0.020422,-0.010253,0.00020479,0.08,0.64,-0.010253,-0.014722,0.004469,0.00020479,0.00011253,9.226e-05,65.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ema_12_26_gap,24h,25,-0.014364,-0.058462,0.012185,0.00554843,-0.018173,-0.052261,-0.01422,0.00428246,0.2,0.6,-0.018173,-0.027007,0.008834,0.00428246,0.00167458,0.00260789,63.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ema_12_26_gap,4h,25,-0.014427,-0.041857,-0.008429,0.00121322,-0.019491,-0.033998,-0.018024,0.00076514,0.08,0.72,-0.019491,-0.023931,0.00444,0.00076514,0.00042232,0.00034281,66.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ema_12_26_gap,72h,25,-0.025836,-0.059888,0.015275,0.00745804,-0.007967,-0.040841,0.002021,0.00920255,0.28,0.56,-0.007967,-0.017845,0.009879,0.00920255,0.00579156,0.003411,64.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_change_24h,1h,24,-0.027089,-0.027089,0.007559,0.00136192,-0.010947,-0.010947,0.005534,0.00063513,0.6667,0.5417,-0.010947,-0.000447,-0.0105,0.00063513,0.00014914,0.00048599,75.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_change_24h,24h,24,0.024517,-0.006056,0.024517,-0.00213209,0.015926,0.000111,0.015926,-0.00138597,0.75,0.5,0.015926,0.009861,0.006065,-0.00138597,-0.00024302,-0.00114295,82.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_change_24h,4h,24,-0.010447,-0.010447,0.010972,0.00159319,0.000196,0.000196,0.009955,0.00062789,0.6667,0.4583,0.000196,0.004152,-0.003957,0.00062789,7.83e-05,0.00054959,77.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_change_24h,72h,24,-0.009019,-0.009173,0.015482,0.00314274,-0.00405,-0.006843,0.009962,0.00157326,0.5,0.5417,-0.00405,0.000441,-0.004491,0.00157326,0.00092214,0.00065112,73.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_level_20h,1h,24,0.020299,0.003998,0.020299,-0.00104218,0.01502,0.007173,0.01502,-0.00068354,1.0,0.1667,0.01502,0.011894,0.003127,-0.00068354,-0.00022611,-0.00045743,83.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_level_20h,24h,24,0.04279,0.010236,0.055504,-0.0060491,0.044176,0.015854,0.045893,-0.00532644,0.9583,0.3333,0.044176,0.03532,0.008856,-0.00532644,-0.00249748,-0.00282896,85.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_level_20h,4h,24,-0.005688,-0.005688,0.030281,0.00017965,0.007588,0.007588,0.02512,-0.00045032,0.9167,0.2083,0.007588,0.016003,-0.008415,-0.00045032,-0.0003387,-0.00011162,77.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_level_20h,72h,24,0.07372,0.017971,0.07372,-0.03930742,0.064602,0.024355,0.064602,-0.02709739,0.9583,0.25,0.064602,0.04706,0.017542,-0.02709739,-0.01225175,-0.01484565,83.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_zscore_80h,1h,24,-0.051755,-0.051755,0.011169,0.00158447,-0.023863,-0.023863,0.010455,0.00074273,0.75,0.5833,-0.023863,-0.001182,-0.02268,0.00074273,0.00018084,0.00056189,67.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_zscore_80h,24h,24,-0.00962,-0.00962,0.032291,0.00064002,-0.00452,-0.00452,0.026475,0.0005912,0.75,0.3333,-0.00452,0.011987,-0.016507,0.0005912,0.00011786,0.00047333,70.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
funding_rate_zscore_80h,4h,24,-0.069696,-0.069696,0.021672,0.00333381,-0.031647,-0.031647,0.017712,0.00150155,0.7083,0.5,-0.031647,0.000167,-0.031814,0.00150155,0.00026876,0.00123279,60.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
funding_rate_zscore_80h,72h,24,-0.055329,-0.055329,0.033295,0.00995267,-0.03269,-0.03269,0.029125,0.0069395,0.5417,0.5,-0.03269,0.00028,-0.032971,0.0069395,0.00271438,0.00422513,54.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
intraday_ret,1h,25,-0.041012,-0.048441,-0.018854,-0.00016134,-0.036628,-0.045047,-0.033434,-8.186e-05,0.0,0.28,-0.036628,-0.03684,0.000212,-8.186e-05,-0.00011805,3.619e-05,55.6,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
intraday_ret,24h,25,-0.015655,-0.021958,-0.003341,0.00091972,-0.016696,-0.018567,-0.007484,0.00050267,0.08,0.56,-0.016696,-0.011801,-0.004895,0.00050267,0.00040214,0.00010053,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
intraday_ret,4h,25,-0.033513,-0.039851,-0.011823,-0.00036903,-0.029132,-0.034366,-0.019205,-9.566e-05,0.0,0.44,-0.029132,-0.02831,-0.000823,-9.566e-05,-4.862e-05,-4.704e-05,58.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
intraday_ret,72h,25,-0.004802,-0.013091,0.00827,0.00261696,-0.005496,-0.010371,0.002386,0.00180394,0.24,0.64,-0.005496,-0.004343,-0.001153,0.00180394,0.00147404,0.0003299,69.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
klow_close,1h,25,-0.026486,-0.037128,-0.019094,-9.81e-05,-0.02279,-0.030776,-0.02279,-8.597e-05,0.0,0.32,-0.02279,-0.027065,0.004275,-8.597e-05,-4.804e-05,-3.793e-05,56.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
klow_close,24h,25,-0.033719,-0.065157,-0.033719,0.00469826,-0.035665,-0.054528,-0.035665,0.00262285,0.0,0.6,-0.035665,-0.045909,0.010244,0.00262285,0.00115392,0.00146892,57.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
klow_close,4h,25,-0.027883,-0.042916,-0.024186,0.00055858,-0.026034,-0.036449,-0.026034,0.00032729,0.0,0.6,-0.026034,-0.03204,0.006006,0.00032729,9.833e-05,0.00022896,62.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
klow_close,72h,25,-0.041969,-0.082287,-0.030125,0.01398105,-0.047151,-0.063191,-0.04638,0.00717222,0.08,0.6,-0.047151,-0.053981,0.00683,0.00717222,0.00315463,0.0040176,59.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ksft_5h,1h,25,-0.002187,-0.011785,-0.000366,9.972e-05,-0.00319,-0.008924,-0.00319,9.544e-05,0.12,0.68,-0.00319,-0.00489,0.0017,9.544e-05,3.191e-05,6.353e-05,67.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ksft_5h,24h,25,-0.003631,-0.017737,0.00672,0.00133533,-0.005154,-0.012636,-0.00333,0.00076931,0.24,0.48,-0.005154,-0.007246,0.002091,0.00076931,0.00030145,0.00046786,66.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ksft_5h,4h,25,-0.007095,-0.014158,0.000915,0.00015402,-0.003793,-0.010284,-0.002676,0.00028631,0.28,0.76,-0.003793,-0.004795,0.001001,0.00028631,0.00013278,0.00015353,73.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ksft_5h,72h,25,-0.009188,-0.014267,-0.000182,-0.00039968,-0.005819,-0.009816,-0.004411,0.00021535,0.16,0.48,-0.005819,-0.007712,0.001893,0.00021535,0.00018705,2.83e-05,64.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_10_40,1h,25,-0.000682,-0.019141,-0.000682,0.00035799,-0.005538,-0.016017,-0.005538,0.00020878,0.08,0.6,-0.005538,-0.010127,0.004589,0.00020878,8.64e-05,0.00012237,64.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_10_40,24h,25,-0.006049,-0.05402,0.015512,0.00658048,-0.010908,-0.047052,-0.010908,0.00468342,0.24,0.52,-0.010908,-0.022163,0.011255,0.00468342,0.00132424,0.00335918,62.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_10_40,4h,25,-0.007768,-0.033318,-0.00467,0.00141808,-0.014167,-0.029142,-0.014167,0.00081986,0.08,0.6,-0.014167,-0.01912,0.004953,0.00081986,0.00032257,0.0004973,64.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_10_40,72h,25,-0.020113,-0.055355,0.016153,0.00907804,-0.005002,-0.037079,-0.001723,0.00914866,0.28,0.6,-0.005002,-0.016462,0.01146,0.00914866,0.00527039,0.00387827,65.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_20_80,1h,25,0.001376,-0.016269,0.002788,0.00020921,0.000466,-0.013708,0.000466,0.00015577,0.28,0.6,0.000466,-0.006527,0.006994,0.00015577,3.799e-05,0.00011778,70.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_20_80,24h,25,-0.008425,-0.077099,0.016414,0.00315831,-0.002044,-0.052411,-0.002044,0.00404991,0.28,0.56,-0.002044,-0.020608,0.018564,0.00404991,0.00119768,0.00285222,64.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_20_80,4h,25,-0.002584,-0.032748,0.002676,0.0007001,-0.003845,-0.027907,-0.003845,0.00058728,0.24,0.56,-0.003845,-0.01467,0.010824,0.00058728,0.00013922,0.00044806,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_20_80,72h,25,-0.047019,-0.059468,0.026395,-0.00181296,-0.011654,-0.034702,0.011703,0.00638968,0.36,0.6,-0.011654,-0.014653,0.002998,0.00638968,0.00511708,0.0012726,67.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_5_20,1h,25,-0.011404,-0.024547,-0.007199,0.00021084,-0.013411,-0.021667,-0.010796,0.0001874,0.04,0.72,-0.013411,-0.015667,0.002256,0.0001874,0.00010377,8.363e-05,65.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_5_20,24h,25,-0.017405,-0.049369,0.003895,0.00652424,-0.026734,-0.043083,-0.013221,0.00383736,0.16,0.68,-0.026734,-0.024121,-0.002612,0.00383736,0.00162859,0.00220876,67.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_5_20,4h,25,-0.020659,-0.039272,-0.014701,0.00082486,-0.02301,-0.032317,-0.016878,0.00070715,0.04,0.68,-0.02301,-0.022655,-0.000356,0.00070715,0.00044913,0.00025802,64.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
ma_gap_5_20,72h,25,-0.009784,-0.037179,0.016427,0.0107332,-0.008353,-0.027416,-0.003809,0.00791865,0.32,0.64,-0.008353,-0.013206,0.004852,0.00791865,0.00444241,0.00347624,72.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_10h,1h,25,-0.023907,-0.036288,-0.015302,9.099e-05,-0.025704,-0.033604,-0.020316,5.014e-05,0.0,0.56,-0.025704,-0.027035,0.001331,5.014e-05,3.07e-05,1.944e-05,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_10h,24h,25,-0.022511,-0.050083,-0.004437,0.00556011,-0.030329,-0.04365,-0.014508,0.00318836,0.08,0.68,-0.030329,-0.025374,-0.004955,0.00318836,0.00148819,0.00170017,58.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_10h,4h,25,-0.030573,-0.04792,-0.012217,0.00054095,-0.031299,-0.040913,-0.017814,0.00052392,0.04,0.6,-0.031299,-0.029621,-0.001678,0.00052392,0.0003204,0.00020352,62.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_10h,72h,25,-0.008115,-0.035985,0.010546,0.00959265,-0.009241,-0.025983,-0.005682,0.0067838,0.28,0.6,-0.009241,-0.013245,0.004004,0.0067838,0.00399782,0.00278599,70.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_120h,1h,25,-0.01303,-0.021229,-0.000628,3.671e-05,-0.00957,-0.017398,-0.008784,0.00012103,0.08,0.68,-0.00957,-0.011766,0.002196,0.00012103,6.644e-05,5.459e-05,66.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_120h,24h,25,-0.039714,-0.052415,0.005712,-0.00109572,-0.022289,-0.04761,-0.001788,0.0023672,0.28,0.6,-0.022289,-0.023094,0.000805,0.0023672,0.00141395,0.00095325,65.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_120h,4h,25,-0.02151,-0.034134,-0.00617,0.00010783,-0.015275,-0.028251,-0.013124,0.00048301,0.08,0.6,-0.015275,-0.019164,0.003888,0.00048301,0.00027662,0.00020639,64.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_120h,72h,25,-0.060228,-0.062181,0.034434,-0.0044464,-0.024328,-0.040381,0.016902,0.00591126,0.36,0.64,-0.024328,-0.016275,-0.008053,0.00591126,0.00519636,0.0007149,64.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
