factor_id,horizon,n_months,n_deciles,expected_direction,direction_handling,raw_d1_return,raw_d2_return,raw_d3_return,raw_d4_return,raw_d5_return,raw_d6_return,raw_d7_return,raw_d8_return,raw_d9_return,raw_d10_return,expected_d1_return,expected_d2_return,expected_d3_return,expected_d4_return,expected_d5_return,expected_d6_return,expected_d7_return,expected_d8_return,expected_d9_return,expected_d10_return,expected_d10_minus_d1_spread,expected_d10_minus_d1_positive_month_rate,direction_aware_slope,direction_aware_spearman_corr,direction_aware_monotonicity_score,direction_aware_monotonicity_class,tail_concentration_score,tail_concentration_class,middle_bucket_flatness,u_shape_score,nonlinearity_score,decile_shape_class,q5_shape_class_from_pm26,shape_consistency_with_q5,main_decile_note_zh,main_decile_note_en
breakout_dist_20h,4h,25,10,positive,positive_aligned,-0.00015102,-7.451e-05,-0.00019199,-0.0001927,-0.00023305,-0.0002034,-0.00017943,-5.87e-05,-2.538e-05,0.00036258,-0.00015102,-7.451e-05,-0.00019199,-0.0001927,-0.00023305,-0.0002034,-0.00017943,-5.87e-05,-2.538e-05,0.00036258,0.00051359,0.64,3.456e-05,0.4667,0.6667,NON_MONOTONIC,0.6183,TAIL_DOMINANT,0.349,0.000324,0.00014042,BOTH_TAILS_U_SHAPED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈U型分布，两端尾部回报高于中间；与Q5分类存在冲突,Decile returns show U-shaped pattern — both tails outperform middle; conflicts with Q5 classification
breakout_dist_20h,72h,25,10,positive,positive_aligned,-0.00177784,-0.00301534,-0.00256181,-0.00311411,-0.00346055,-0.00334833,-0.00296006,-0.00305242,-0.00119499,0.00592776,-0.00177784,-0.00301534,-0.00256181,-0.00311411,-0.00346055,-0.00334833,-0.00296006,-0.00305242,-0.00119499,0.00592776,0.00770561,0.68,0.00048615,0.2485,0.5556,NON_MONOTONIC,0.6335,TAIL_DOMINANT,0.714,0.0054794,0.00241314,BOTH_TAILS_U_SHAPED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈U型分布，两端尾部回报高于中间；与Q5分类存在冲突,Decile returns show U-shaped pattern — both tails outperform middle; conflicts with Q5 classification
breakout_dist_48h,1h,25,10,positive,positive_aligned,-4.261e-05,-2.199e-05,1.084e-05,-4.117e-05,-1.374e-05,-2.02e-05,-7.306e-05,-5.393e-05,-8.685e-05,0.00011553,-4.261e-05,-2.199e-05,1.084e-05,-4.117e-05,-1.374e-05,-2.02e-05,-7.306e-05,-5.393e-05,-8.685e-05,0.00011553,0.00015813,0.72,3.29e-06,-0.1273,0.5556,NON_MONOTONIC,0.3541,DISTRIBUTED,0.0,5.343e-05,5.557e-05,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势；与Q5分类存在冲突,Decile returns show nonlinear mixed pattern without clear monotonic trend; conflicts with Q5 classification
breakout_dist_48h,24h,25,10,positive,positive_aligned,-0.00114469,-0.00073005,-0.0006023,-0.00094607,-0.00093489,-0.00116634,-0.00100124,-0.0008408,-0.00047533,0.00211177,-0.00114469,-0.00073005,-0.0006023,-0.00094607,-0.00093489,-0.00116634,-0.00100124,-0.0008408,-0.00047533,0.00211177,0.00325646,0.6,0.0001788,0.4182,0.7778,MONOTONIC_WEAK,0.7389,TAIL_DOMINANT,0.4993,0.00153416,0.00080345,DECILE_MONOTONIC_WEAK,MIXED_SHAPE,DECILE_MORE_MONOTONIC,十分位回报大体呈正向单调趋势，但存在波动；十分位揭示了比Q5更强的单调性,Decile returns show generally positive monotonic trend with some noise; deciles reveal stronger monotonicity than Q5
breakout_dist_48h,4h,25,10,positive,positive_aligned,-0.00020221,-0.00015132,-6.834e-05,-0.00011212,-7.713e-05,-0.00018484,-0.00016107,-0.0001969,-0.00019228,0.00035919,-0.00020221,-0.00015132,-6.834e-05,-0.00011212,-7.713e-05,-0.00018484,-0.00016107,-0.0001969,-0.00019228,0.00035919,0.0005614,0.68,2.345e-05,0.0909,0.6667,NON_MONOTONIC,0.5998,MODERATE,0.2111,0.00020948,0.00015242,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势；与Q5分类存在冲突,Decile returns show nonlinear mixed pattern without clear monotonic trend; conflicts with Q5 classification
breakout_dist_48h,72h,25,10,positive,positive_aligned,-0.00253431,-0.00327143,-0.00294677,-0.003572,-0.00360127,-0.00383931,-0.0035613,-0.00280847,-0.00118297,0.0071641,-0.00253431,-0.00327143,-0.00294677,-0.003572,-0.00360127,-0.00383931,-0.0035613,-0.00280847,-0.00118297,0.0071641,0.00969841,0.8,0.00062055,0.3212,0.5556,NON_MONOTONIC,0.7485,TAIL_DOMINANT,0.6854,0.00603519,0.00273221,BOTH_TAILS_U_SHAPED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈U型分布，两端尾部回报高于中间；与Q5分类存在冲突,Decile returns show U-shaped pattern — both tails outperform middle; conflicts with Q5 classification
candle_body,1h,25,10,conditional,raw_order_conditional,0.00010713,3.3e-05,-1.231e-05,-2.439e-05,-3.758e-05,-2.04e-05,-5.099e-05,-5.548e-05,-3.996e-05,-8.621e-05,0.00010713,3.3e-05,-1.231e-05,-2.439e-05,-3.758e-05,-2.04e-05,-5.099e-05,-5.548e-05,-3.996e-05,-8.621e-05,-0.00019334,0.32,-1.533e-05,-0.9273,0.7778,MONOTONIC_WEAK,0.7472,TAIL_DOMINANT,0.2782,3.945e-05,2.781e-05,DECILE_MONOTONIC_WEAK,EXCELLENT_MONOTONIC,CONSISTENT,十分位回报大体呈反向单调趋势，但存在波动（条件方向，未翻转）；与Q5分类一致,"Decile returns show generally negative monotonic trend with some noise (conditional direction, raw order); consistent with Q5 classification"
candle_body,24h,25,10,conditional,raw_order_conditional,0.00011237,-0.00032767,-0.00079885,-0.00097447,-0.00097911,-0.00087583,-0.00077205,-0.00072556,-0.00021476,0.00078519,0.00011237,-0.00032767,-0.00079885,-0.00097447,-0.00097911,-0.00087583,-0.00077205,-0.00072556,-0.00021476,0.00078519,0.00067282,0.52,4.802e-05,0.2242,0.5556,NON_MONOTONIC,0.2356,DISTRIBUTED,0.5574,0.00137625,0.00055301,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（条件方向，未翻转）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (conditional direction, raw order); conflicts with Q5 classification"
candle_body,4h,25,10,conditional,raw_order_conditional,-2.496e-05,2.318e-05,-9.569e-05,-0.00013368,-0.00018045,-0.0001545,-0.00016603,-0.00018149,-5.29e-06,8.642e-05,-2.496e-05,2.318e-05,-9.569e-05,-0.00013368,-0.00018045,-0.0001545,-0.00016603,-0.00018149,-5.29e-06,8.642e-05,0.00011138,0.56,1.84e-06,-0.0545,0.5556,NON_MONOTONIC,0.1945,DISTRIBUTED,0.0748,0.00019821,9.606e-05,NONLINEAR_MIXED,WEAK_MONOTONIC,DECILE_REVEALS_NONLINEARITY,十分位回报呈非线性混合模式，无明显单调趋势（条件方向，未翻转）；十分位揭示了非线性特征,"Decile returns show nonlinear mixed pattern without clear monotonic trend (conditional direction, raw order); deciles reveal nonlinearity"
candle_body,72h,25,10,conditional,raw_order_conditional,3.374e-05,-0.00190799,-0.00234995,-0.0029638,-0.00318009,-0.0028724,-0.00254917,-0.00242946,-0.00134778,0.00202229,3.374e-05,-0.00190799,-0.00234995,-0.0029638,-0.00318009,-0.0028724,-0.00254917,-0.00242946,-0.00134778,0.00202229,0.00198855,0.6,0.00013923,0.1152,0.5556,NON_MONOTONIC,0.2363,DISTRIBUTED,0.4531,0.00405426,0.0015719,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（条件方向，未翻转）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (conditional direction, raw order); conflicts with Q5 classification"
candle_wick_lower,1h,25,10,positive,positive_aligned,9.36e-05,4.886e-05,-4.66e-06,9.33e-06,-2.659e-05,-5.984e-05,-8.083e-05,-5.572e-05,-3.578e-05,-7.337e-05,9.36e-05,4.886e-05,-4.66e-06,9.33e-06,-2.659e-05,-5.984e-05,-8.083e-05,-5.572e-05,-3.578e-05,-7.337e-05,-0.00016697,0.24,-1.609e-05,-0.8424,0.6667,NON_MONOTONIC,0.5858,MODERATE,0.0,5.333e-05,2.804e-05,NONLINEAR_MIXED,WEAK_MONOTONIC,DECILE_REVEALS_NONLINEARITY,十分位回报呈非线性混合模式，无明显单调趋势；十分位揭示了非线性特征,Decile returns show nonlinear mixed pattern without clear monotonic trend; deciles reveal nonlinearity
candle_wick_lower,24h,25,10,positive,positive_aligned,0.00046328,-0.00031004,-0.00044579,-0.00056188,-0.00090616,-0.00094113,-0.00093037,-0.00080816,-0.00039216,4.099e-05,0.00046328,-0.00031004,-0.00044579,-0.00056188,-0.00090616,-0.00094113,-0.00093037,-0.00080816,-0.00039216,4.099e-05,-0.00042229,0.28,-4.441e-05,-0.2242,0.5556,NON_MONOTONIC,0.1769,DISTRIBUTED,0.1947,0.00117578,0.00044067,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势；与Q5分类存在冲突,Decile returns show nonlinear mixed pattern without clear monotonic trend; conflicts with Q5 classification
candle_wick_lower,4h,25,10,positive,positive_aligned,0.00017596,4.803e-05,-4.18e-05,-8.764e-05,-0.00015579,-0.00018341,-0.0002256,-0.00017888,-0.00012057,-6.988e-05,0.00017596,4.803e-05,-4.18e-05,-8.764e-05,-0.00015579,-0.00018341,-0.0002256,-0.00017888,-0.00012057,-6.988e-05,-0.00024584,0.24,-2.739e-05,-0.5879,0.6667,NON_MONOTONIC,0.4411,MODERATE,0.0,0.00022264,8.853e-05,NONLINEAR_MIXED,WEAK_MONOTONIC,DECILE_REVEALS_NONLINEARITY,十分位回报呈非线性混合模式，无明显单调趋势；十分位揭示了非线性特征,Decile returns show nonlinear mixed pattern without clear monotonic trend; deciles reveal nonlinearity
candle_wick_lower,72h,25,10,positive,positive_aligned,0.00139709,-0.00128724,-0.00200384,-0.00223734,-0.00306728,-0.00292963,-0.00279044,-0.00254846,-0.00172653,-0.00042751,0.00139709,-0.00128724,-0.00200384,-0.00223734,-0.00306728,-0.00292963,-0.00279044,-0.00254846,-0.00172653,-0.00042751,-0.00182461,0.32,-0.00014389,-0.1879,0.5556,NON_MONOTONIC,0.2568,DISTRIBUTED,0.362,0.00348324,0.00130414,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势；与Q5分类存在冲突,Decile returns show nonlinear mixed pattern without clear monotonic trend; conflicts with Q5 classification
candle_wick_upper,1h,25,10,negative,negative_flipped,-0.00014262,-3.902e-05,-6.992e-05,-1.008e-05,-3.756e-05,-1.271e-05,-4.61e-06,3.91e-06,5.5e-05,8.315e-05,8.315e-05,5.5e-05,3.91e-06,-4.61e-06,-1.271e-05,-3.756e-05,-1.008e-05,-6.992e-05,-3.902e-05,-0.00014262,-0.00022577,0.24,-1.879e-05,-0.9515,0.7778,MONOTONIC_WEAK,0.6591,TAIL_DOMINANT,0.0,-4.6e-06,2.631e-05,DECILE_MONOTONIC_WEAK,EXCELLENT_MONOTONIC,CONSISTENT,十分位回报大体呈反向单调趋势，但存在波动（负向因子，已翻转十分位顺序）；与Q5分类一致,"Decile returns show generally negative monotonic trend with some noise (negative direction, decile order flipped); consistent with Q5 classification"
candle_wick_upper,24h,25,10,negative,negative_flipped,-0.00014367,-0.00026159,-0.0007094,-0.00075691,-0.00096696,-0.00049118,-0.0007949,-0.00076374,-0.00035234,0.00046161,0.00046161,-0.00035234,-0.00076374,-0.0007949,-0.00049118,-0.00096696,-0.00075691,-0.0007094,-0.00026159,-0.00014367,-0.00060528,0.48,-2.971e-05,0.0545,0.5556,NON_MONOTONIC,0.2117,DISTRIBUTED,0.0,0.00088804,0.00041327,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); conflicts with Q5 classification"
candle_wick_upper,4h,25,10,negative,negative_flipped,-0.00014949,-0.00014997,-0.00018509,-0.00012008,-0.00022771,-4.403e-05,-0.00011414,-2.674e-05,9.175e-05,0.00010206,0.00010206,9.175e-05,-2.674e-05,-0.00011414,-4.403e-05,-0.00022771,-0.00012008,-0.00018509,-0.00014997,-0.00014949,-0.00025156,0.36,-3e-05,-0.8182,0.5556,NON_MONOTONIC,0.3709,DISTRIBUTED,0.0,0.00011215,6.485e-05,NONLINEAR_MIXED,WEAK_MONOTONIC,DECILE_REVEALS_NONLINEARITY,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；十分位揭示了非线性特征,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); deciles reveal nonlinearity"
candle_wick_upper,72h,25,10,negative,negative_flipped,6.22e-06,-0.00141666,-0.00230716,-0.00276775,-0.00312857,-0.00280862,-0.002574,-0.00256458,-0.0013915,0.00136806,0.00136806,-0.0013915,-0.00256458,-0.002574,-0.00280862,-0.00312857,-0.00276775,-0.00230716,-0.00141666,6.22e-06,-0.00136184,0.44,-7.301e-05,-0.0909,0.5556,NON_MONOTONIC,0.1785,DISTRIBUTED,0.4454,0.00365573,0.00142656,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); conflicts with Q5 classification"
downside_vol_20h,1h,25,10,negative,negative_flipped,8.77e-06,-1.545e-05,-5.967e-05,-4.342e-05,-2.548e-05,-3.53e-05,-6.7e-05,-5.285e-05,6.52e-06,5.929e-05,5.929e-05,6.52e-06,-5.285e-05,-6.7e-05,-3.53e-05,-2.548e-05,-4.342e-05,-5.967e-05,-1.545e-05,8.77e-06,-5.052e-05,0.52,-3.41e-06,-0.0667,0.5556,NON_MONOTONIC,0.1868,DISTRIBUTED,0.0,6.442e-05,3.726e-05,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); conflicts with Q5 classification"
downside_vol_20h,24h,25,10,negative,negative_flipped,0.00011617,-0.00087746,-0.00083926,-0.00134164,-0.00130532,-0.00118337,-0.00108966,-0.00050137,-0.00037665,0.00208895,0.00208895,-0.00037665,-0.00050137,-0.00108966,-0.00118337,-0.00130532,-0.00134164,-0.00083926,-0.00087746,0.00011617,-0.00197279,0.52,-0.00014441,-0.2727,0.7778,MONOTONIC_WEAK,0.3974,DISTRIBUTED,0.2955,0.00234691,0.00093075,DECILE_MONOTONIC_WEAK,NO_CLEAR_SHAPE,CONFLICTING,十分位回报大体呈反向单调趋势，但存在波动（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show generally negative monotonic trend with some noise (negative direction, decile order flipped); conflicts with Q5 classification"
downside_vol_20h,4h,25,10,negative,negative_flipped,2.323e-05,-8.019e-05,-0.00017423,-0.00019207,-0.00013992,-0.00016933,-0.00031825,-0.00011787,-6.313e-05,0.00027922,0.00027922,-6.313e-05,-0.00011787,-0.00031825,-0.00016933,-0.00013992,-0.00019207,-0.00017423,-8.019e-05,2.323e-05,-0.00025599,0.52,-1.392e-05,-0.1636,0.5556,NON_MONOTONIC,0.2454,DISTRIBUTED,0.0,0.00030584,0.00015379,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); conflicts with Q5 classification"
downside_vol_20h,72h,25,10,negative,negative_flipped,0.0005192,-0.00287669,-0.00367764,-0.00399014,-0.00413855,-0.00344432,-0.00356478,-0.00246679,-0.0006187,0.00555229,0.00555229,-0.0006187,-0.00246679,-0.00356478,-0.00344432,-0.00413855,-0.00399014,-0.00367764,-0.00287669,0.0005192,-0.00503309,0.4,-0.00041896,-0.3212,0.5556,NON_MONOTONIC,0.345,DISTRIBUTED,0.5591,0.00682718,0.00273887,NONLINEAR_MIXED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈非线性混合模式，无明显单调趋势（负向因子，已翻转十分位顺序）；与Q5分类存在冲突,"Decile returns show nonlinear mixed pattern without clear monotonic trend (negative direction, decile order flipped); conflicts with Q5 classification"
ema_12_26_gap,1h,25,10,positive,positive_aligned,-4.567e-05,-3.296e-05,-2.739e-05,-3.18e-05,-5.846e-05,-4.934e-05,-4.773e-05,-3.627e-05,1.652e-05,0.00013163,-4.567e-05,-3.296e-05,-2.739e-05,-3.18e-05,-5.846e-05,-4.934e-05,-4.773e-05,-3.627e-05,1.652e-05,0.00013163,0.0001773,0.6,1.127e-05,0.297,0.7778,MONOTONIC_WEAK,0.7405,TAIL_DOMINANT,0.4957,9.688e-05,4.499e-05,DECILE_MONOTONIC_WEAK,NO_CLEAR_SHAPE,CONFLICTING,十分位回报大体呈正向单调趋势，但存在波动；与Q5分类存在冲突,Decile returns show generally positive monotonic trend with some noise; conflicts with Q5 classification
ema_12_26_gap,24h,25,10,positive,positive_aligned,-0.00049663,-0.00064602,-0.00082197,-0.00114813,-0.00086758,-0.00117412,-0.00106925,-0.00074858,-0.00055467,0.0028028,-0.00049663,-0.00064602,-0.00082197,-0.00114813,-0.00086758,-0.00117412,-0.00106925,-0.00074858,-0.00055467,0.0028028,0.00329943,0.64,0.00018565,0.1273,0.5556,NON_MONOTONIC,0.6326,TAIL_DOMINANT,0.394,0.00217393,0.00103177,BOTH_TAILS_U_SHAPED,NO_CLEAR_SHAPE,CONFLICTING,十分位回报呈U型分布，两端尾部回报高于中间；与Q5分类存在冲突,Decile returns show U-shaped pattern — both tails outperform middle; conflicts with Q5 classification
ema_12_26_gap,4h,25,10,positive,positive_aligned,-0.00020716,-0.00016371,-0.00010309,-0.00012219,-0.00020325,-0.0002251,-0.0001532,-0.00012734,-1.094e-05,0.00049001,-0.00020716,-0.00016371,-0.00010309,-0.00012219,-0.00020325,-0.0002251,-0.0001532,-0.00012734,-1.094e-05,0.00049001,0.00069717,0.64,4.308e-05,0.5394,0.6667,NON_MONOTONIC,0.7407,TAIL_DOMINANT,0.4468,0.0003556,0.00016528,BOTH_TAILS_U_SHAPED,MIXED_SHAPE,DECILE_REVEALS_TAIL_DEPENDENCE,十分位回报呈U型分布，两端尾部回报高于中间；十分位揭示了尾部依赖性,Decile returns show U-shaped pattern — both tails outperform middle; deciles reveal tail dependence
