,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_beta_30h,q158_close_close_4h,q158_cntd_20h,q158_cntd_30h,q158_cntn_20h,q158_cntn_30h,q158_cntp_20h,q158_cntp_30h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imax_30h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_ma_60h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_max_60h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_min_60h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtld_30h,q158_qtlu_20h,q158_qtlu_30h,q158_rank_close_20h,q158_rank_close_30h,q158_resi_20h,q158_resi_30h,q158_roc_20h,q158_rsqr_20h,q158_rsqr_30h,q158_rsv_20h,q158_rsv_30h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_std_60h,q158_sumd_20h,q158_sumd_30h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha1,wq101_alpha10,wq101_alpha101,wq101_alpha11,wq101_alpha12,wq101_alpha13,wq101_alpha2,wq101_alpha21,wq101_alpha23,wq101_alpha24,wq101_alpha25,wq101_alpha28,wq101_alpha3,wq101_alpha30,wq101_alpha32,wq101_alpha33,wq101_alpha34,wq101_alpha35,wq101_alpha37,wq101_alpha38,wq101_alpha4,wq101_alpha40,wq101_alpha41,wq101_alpha42,wq101_alpha43,wq101_alpha44,wq101_alpha45,wq101_alpha46,wq101_alpha47,wq101_alpha49,wq101_alpha5,wq101_alpha50,wq101_alpha51,wq101_alpha52,wq101_alpha53,wq101_alpha54,wq101_alpha55,wq101_alpha6,wq101_alpha60,wq101_alpha61,wq101_alpha65,wq101_alpha68,wq101_alpha7,wq101_alpha74,wq101_alpha75,wq101_alpha77,wq101_alpha78,wq101_alpha8,wq101_alpha83,wq101_alpha85,wq101_alpha86,wq101_alpha88,wq101_alpha9,wq101_alpha92,wq101_alpha94,wq101_alpha95,wq101_alpha99,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
q158_high_close_3h,,,-0.012726,-0.025835,,,-0.021946,-0.58317,-0.504149,,-0.365603,0.047669,-0.063234,-0.240307,0.34384,-0.177116,,-0.118817,-0.040358,-0.511919,0.161219,-0.127806,,0.022878,-0.263838,-0.504243,,-0.356937,,-0.764455,-0.146054,,-0.341281,,,-0.332928,-0.171093,-0.177405,,0.905896,-0.252146,,0.242372,,-0.238893,,-0.177197,-0.172084,0.326541,0.630531,0.848401,1.0,0.881319,0.087397,0.164226,,-0.198133,0.210419,0.052863,0.15058,0.047238,-0.511919,-0.36524,-0.396967,-0.278623,-0.066121,-0.062854,0.213787,0.523343,0.72281,0.811559,0.784535,0.80552,0.610729,,0.904166,,0.645204,0.519504,,0.736651,,0.349048,0.287897,,0.434761,,0.512073,0.733844,0.907497,0.906128,0.786869,0.512585,,0.631577,,-0.520783,,-0.776808,,0.377805,0.012907,,-0.504053,,0.197428,0.162711,,0.191136,,-0.35411,,0.35411,-0.35411,0.006913,0.038857,0.07497,0.112583,0.037197,0.018927,-0.037332,0.037332,-0.037332,0.006513,0.056854,0.041502,-0.066228,,0.087397,,0.236519,-0.5082,-0.012181,-0.199052,0.504243,0.512206,,0.728852,0.893766,0.146054,0.764455,-0.510136,,-0.617603,-0.110346,-0.086895,-0.158629,0.076341,-0.09748,,-0.28754,,0.180385,,0.071341,0.05515,-0.195844,-0.041842,,0.163723,-0.147001,-0.634197,0.550393,0.134323,0.025967,-0.348961,-0.108912,0.067186,0.09446,0.165978,0.380604,0.126007,,0.080341,,,0.323099,0.012643,0.362971,0.007867,,,0.432238,0.257735,0.250483,0.055535,-0.038319,,,,0.282355,-0.215142,0.08815,-0.159221,0.018033,0.079288,,0.126223,0.241727,,0.165578,0.28387,,-0.053261,,0.34442,0.003537,,,,-0.240595,0.179962,,,-0.032088,0.101749,,-0.141484,-0.0386,0.121946,0.099798,,-0.283969,0.011069
q158_high_close_4h,,,0.001323,-0.016229,,,-0.02044,-0.631908,-0.54966,,-0.322221,0.054277,-0.061551,-0.270243,0.351017,-0.262594,,-0.123204,-0.0405,-0.457126,0.134296,-0.153472,,0.003256,-0.406831,-0.60029,,-0.431899,,-0.902481,-0.183821,,-0.400634,,,-0.374962,-0.215086,-0.265078,,0.927831,-0.29419,,0.282076,,-0.279448,,-0.222308,-0.219259,0.25697,0.533725,0.718618,0.881319,1.0,0.040167,0.21849,,-0.24356,0.268305,0.009083,0.124925,0.053871,-0.457126,-0.321907,-0.344902,-0.239027,-0.091064,-0.061132,0.21103,0.47487,0.642505,0.785041,0.851858,0.872662,0.694449,,0.841736,,0.667261,0.546842,,0.703802,,0.417473,0.35313,,0.477682,,0.45487,0.641026,0.794826,0.927915,0.92526,0.586461,,0.701828,,-0.573368,,-0.781465,,0.448879,0.014605,,-0.549559,,0.165438,0.141217,,0.102774,,-0.413514,,0.413514,-0.413514,0.030563,0.031841,0.052897,0.083693,0.129213,0.036646,-0.058841,0.058841,-0.058841,0.000424,0.034807,-0.00855,-0.089472,,0.040167,,0.139471,-0.465404,-0.0231,-0.229875,0.60029,0.457516,,0.641087,0.789922,0.183821,0.902481,-0.572798,,-0.670095,-0.097124,-0.100721,-0.126435,0.071012,-0.143844,,-0.337644,,0.117998,,0.061227,0.025799,-0.237671,-0.062867,,0.133935,-0.172045,-0.703706,0.592592,0.145936,0.035568,-0.309626,-0.064652,0.072991,0.100882,0.205464,0.365049,0.101986,,0.068787,,,0.266287,0.010618,0.305765,0.000259,,,0.395112,0.281433,0.291927,0.060221,-0.032642,,,,0.325068,-0.271652,0.079238,-0.162384,0.032857,0.069709,,0.10469,0.20439,,0.190696,0.240932,,-0.06345,,0.347671,0.001128,,,,-0.271757,0.127366,,,-0.019808,0.100053,,-0.127114,-0.037004,0.125615,0.076613,,-0.250551,0.006138
q158_high_low_range,,,-0.146216,-0.12081,,,-0.032566,0.052763,0.034396,,0.005209,-0.109062,-0.087321,0.017276,0.471084,0.165192,,-0.151368,-0.152987,0.017097,0.550858,0.011357,,0.095243,0.178796,0.1875,,0.203531,,0.139519,0.169735,,0.093039,,,0.049284,0.079722,0.130364,,-0.065053,0.064928,,-0.056139,,0.067847,,0.071319,0.095102,0.744651,0.273406,0.155693,0.087397,0.040167,1.0,-0.138184,,-0.022961,-0.066899,0.994259,0.545314,-0.109538,0.017097,0.005168,-0.006687,-0.003329,0.574418,-0.087886,-0.710031,-0.250646,-0.190746,-0.178573,-0.17695,-0.086746,-0.124587,,-0.032904,,0.437305,0.344545,,0.520327,,-0.500766,-0.461403,,-0.540074,,0.03552,-0.01217,-0.039522,-0.064985,-0.079311,-0.272596,,0.036603,,0.051772,,0.007093,,-0.122529,0.043705,,0.034515,,0.576411,0.489373,,0.682356,,0.082288,,-0.082288,0.082288,-0.331562,-0.177524,-0.177399,-0.172387,-0.187153,-0.1938,0.430546,-0.430546,0.430546,0.156935,0.281337,0.357211,0.500444,,1.0,,0.7637,0.529278,0.127941,0.044582,-0.1875,-0.017341,,-0.065904,-0.096696,-0.169735,-0.139519,0.082105,,0.064394,-0.023195,0.057962,-0.033639,0.186078,0.09606,,0.078072,,0.670368,,0.235115,0.264087,0.062996,0.499438,,0.58867,0.066342,0.088523,-0.024074,-0.124133,0.036451,0.006902,0.264163,-0.046206,-0.014514,-0.09804,0.183978,-0.144597,,-0.088491,,,0.137906,0.045371,-0.059014,-0.107499,,,-0.152483,0.012982,-0.082376,-0.083445,0.095053,,,,-0.018653,0.262048,0.01757,-0.046288,-0.063786,0.037613,,0.056097,0.035193,,-0.070416,-0.089779,,-0.065434,,0.328281,0.025551,,,,-0.076419,-0.038378,,,-0.112163,-0.002833,,-0.160752,-0.032135,-0.043885,0.493744,,0.033734,0.054137
q158_imax_20h,,,0.06189,0.039127,,,0.012763,-0.58748,-0.61065,,-0.055196,0.058886,-0.033789,-0.420438,0.194083,-0.535182,,-0.028361,-0.115486,-0.085841,-0.019626,-0.088181,,-0.222697,-0.559093,-0.437586,,-0.567003,,-0.282811,-0.277323,,-0.703545,,,-0.520849,-0.470217,-0.604833,,0.234158,-0.539801,,0.521957,,-0.508458,,-0.480718,-0.30781,-0.079631,0.031047,0.10301,0.164226,0.21849,-0.138184,1.0,,-0.482736,0.860925,-0.143142,-0.020843,0.058551,-0.085841,-0.055061,-0.03268,-0.014476,-0.13934,-0.033662,0.121845,0.150059,0.187434,0.226575,0.265037,0.340301,0.529797,,0.195521,,0.099602,0.373438,,-0.018079,,0.307179,0.393822,,0.222514,,0.080278,0.136091,0.187546,0.233854,0.277562,0.479892,,0.489746,,-0.57867,,0.050813,,0.60362,0.033999,,-0.610477,,-0.156362,-0.004403,,-0.167508,,-0.708974,,0.708974,-0.708974,0.176267,0.001489,0.003675,0.013331,0.027388,0.130332,-0.193787,0.193787,-0.193787,0.000638,-0.091561,-0.32066,-0.231706,,-0.138184,,-0.16089,-0.268857,-0.044851,-0.268425,0.437586,0.0867,,0.143913,0.195855,0.277323,0.282811,-0.622011,,-0.537599,0.032342,-0.190243,0.040639,0.009132,-0.084056,,-0.571662,,-0.148675,,-0.059584,-0.172399,-0.459322,-0.209614,,-0.042956,-0.151958,-0.531653,0.435364,0.068924,0.017764,-0.059228,-0.00756,0.023012,0.060791,0.126209,0.066024,0.033741,,0.004954,,,-0.081849,-0.081977,0.032261,-0.006939,,,0.092062,0.084747,0.320689,0.024265,-0.047762,,,,0.035216,-0.235252,0.014499,-0.158017,0.073663,0.008622,,-0.035688,0.000504,,0.24663,0.066813,,0.020055,,0.1089,0.026193,,,,0.017885,-0.010717,,,0.087081,0.012244,,-0.023337,0.002009,0.177721,-0.033169,,-0.038358,-0.045691
q158_imax_30h,-0.093454,,,,,0.043729,,,,,,,,,,,0.095264,,,,,,-0.580082,,,,,,-0.455711,,,0.065028,,,-0.45275,,,,-0.60209,,,-0.497141,,0.467409,,-0.465348,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.504483,,,,,0.339439,,,,,0.351057,,,,,,,,,0.460439,,0.459676,,-0.552362,,0.10293,,,0.034504,,-0.576631,,,0.033267,,,,-0.692712,,,,,,,,,,,,,,,,,,-0.021972,,,,,,,0.555653,,,,,,-0.590696,,,,,,,-0.070529,,-0.012715,,-0.074305,,,,,,,,,,,,,,,,,,,,,-0.089039,,,,,,0.065448,,,,,,,-0.012742,,,,,,,,,0.191761,,,,,,,,0.006794,,,,-0.010369,,,,0.035553,,,,,,,,,0.021381,,
q158_imin_20h,,,0.015305,0.023853,,,-0.032448,0.591973,0.61693,,0.047564,-0.040289,0.064994,0.421278,-0.156785,0.529148,,-0.01715,0.137434,0.072638,-0.071655,0.078376,,0.218558,0.551679,0.426462,,0.560228,,0.269769,0.27204,,0.700562,,,0.510999,0.445353,0.601422,,-0.235589,0.534249,,-0.49502,,0.525012,,0.458209,0.302732,-0.027468,-0.093444,-0.148268,-0.198133,-0.24356,-0.022961,-0.482736,,1.0,-0.86113,-0.019356,-0.070321,-0.040626,0.072638,0.047473,0.016781,0.003204,0.058995,0.064324,0.005388,-0.072689,-0.135607,-0.192404,-0.244323,-0.344616,-0.531214,,-0.194037,,-0.25764,-0.357292,,-0.150138,,-0.168164,-0.417835,,-0.050981,,-0.072938,-0.135455,-0.187556,-0.235705,-0.282242,-0.48308,,-0.487915,,0.579522,,-0.042869,,-0.595719,-0.084869,,0.617144,,-0.084588,-0.001333,,-0.074306,,0.69676,,-0.69676,0.69676,0.07322,-0.038519,-0.036739,-0.031058,-0.017084,0.064743,-0.071062,0.071062,-0.071062,0.018631,0.143685,-0.09906,-0.070455,,-0.022961,,-0.067322,-0.081778,0.050134,0.258217,-0.426462,-0.072763,,-0.132303,-0.181878,-0.27204,-0.269769,0.615664,,0.537299,-0.025299,0.198335,-0.028642,0.003035,0.068129,,0.563721,,-0.026261,,0.078367,-0.148119,0.438855,-0.093593,,0.07523,0.149846,0.525674,-0.445479,-0.048671,-0.037472,0.048009,-0.034199,-0.015978,-0.060916,-0.162916,-0.203955,-0.006921,,-0.001937,,,-0.135378,0.015815,-0.009226,0.00553,,,-0.048113,-0.092765,-0.242423,-0.010031,-0.003242,,,,-0.045433,0.07992,0.000466,0.111588,-0.049264,-0.000102,,0.026272,0.004421,,-0.224799,-0.032795,,-0.003459,,-0.25945,0.005621,,,,-0.003736,0.01845,,,-0.019881,-0.002622,,0.066781,-0.022478,-0.13086,0.047408,,0.023781,0.021607
q158_imxd_20h,,,0.027428,0.00874,,,0.026257,-0.684911,-0.712859,,-0.059672,0.057589,-0.057364,-0.488786,0.203735,-0.61805,,-0.00623,-0.147894,-0.092027,0.030218,-0.096711,,-0.256172,-0.645026,-0.501707,,-0.65456,,-0.320859,-0.318932,,-0.815337,,,-0.599049,-0.531647,-0.700474,,0.272771,-0.623679,,0.590534,,-0.60012,,-0.54521,-0.354542,-0.030284,0.072298,0.145918,0.210419,0.268305,-0.066899,0.860925,,-0.86113,1.0,-0.071872,0.028737,0.05759,-0.092027,-0.05954,-0.028721,-0.010266,-0.115167,-0.056902,0.067618,0.129343,0.18758,0.243288,0.29577,0.397704,0.616131,,0.226207,,0.207469,0.424333,,0.076708,,0.275983,0.471335,,0.158786,,0.088972,0.157687,0.217816,0.272663,0.325065,0.5592,,0.567729,,-0.672564,,0.054399,,0.696432,0.069037,,-0.712883,,-0.041625,-0.001782,,-0.054084,,-0.81628,,0.81628,-0.81628,0.05979,0.023236,0.023471,0.025778,0.025822,0.038049,-0.071211,0.071211,-0.071211,-0.010452,-0.136577,-0.1286,-0.093579,,-0.066899,,-0.054305,-0.131487,-0.055157,-0.305808,0.501707,0.092599,,0.160393,0.219341,0.318932,0.320859,-0.718686,,-0.624165,0.03344,-0.225504,0.040187,0.003538,-0.088372,,-0.659317,,-0.071052,,-0.08009,-0.014034,-0.52155,-0.067314,,-0.068635,-0.175251,-0.61399,0.511497,0.067813,0.031735,-0.062271,0.015175,0.022641,0.070099,0.166378,0.156804,0.023607,,0.003977,,,0.030091,-0.05619,0.023834,-0.007166,,,0.0805,0.102209,0.324049,0.019915,-0.025663,,,,0.046833,-0.181919,0.008146,-0.155471,0.071323,0.005064,,-0.035976,-0.002275,,0.273735,0.057345,,0.013626,,0.211713,0.012286,,,,0.012519,-0.016788,,,0.062565,0.00863,,-0.052075,0.01401,0.178467,-0.046792,,-0.036083,-0.039075
q158_klen_open,,,-0.142456,-0.116968,,,-0.032451,0.070827,0.048262,,0.028887,-0.112885,-0.085498,0.022415,0.461179,0.170588,,-0.145491,-0.151315,0.084312,0.540847,0.018946,,0.094413,0.18586,0.210467,,0.221551,,0.171717,0.178167,,0.103361,,,0.059426,0.086777,0.134844,,-0.098843,0.070836,,-0.061738,,0.073527,,0.078374,0.100998,0.700118,0.218371,0.11292,0.052863,0.009083,0.994259,-0.143142,,-0.019356,-0.071872,1.0,0.538591,-0.113353,0.084312,0.028812,0.051579,0.015256,0.580824,-0.086077,-0.748428,-0.303928,-0.233263,-0.215012,-0.209141,-0.12328,-0.15094,,-0.082795,,0.415987,0.328568,,0.49272,,-0.523464,-0.480118,,-0.569155,,-0.033268,-0.060052,-0.078563,-0.098772,-0.109861,-0.29805,,0.012959,,0.065216,,0.045711,,-0.138679,0.044625,,0.048379,,0.579234,0.492466,,0.685249,,0.093498,,-0.093498,0.093498,-0.333969,-0.179012,-0.178831,-0.173626,-0.18879,-0.195209,0.435032,-0.435032,0.435032,0.159488,0.283689,0.360538,0.506075,,0.994259,,0.762457,0.519326,0.130282,0.056452,-0.210467,-0.084524,,-0.114891,-0.136853,-0.178167,-0.171717,0.09814,,0.08249,-0.016146,0.060693,-0.020314,0.188191,0.099693,,0.087671,,0.672325,,0.236469,0.265649,0.071906,0.50432,,0.592346,0.07805,0.115162,-0.038979,-0.124492,0.042366,0.033497,0.263411,-0.064007,-0.019284,-0.104382,0.177899,-0.155761,,-0.09123,,,0.130619,0.044137,-0.08436,-0.104058,,,-0.173455,0.004922,-0.092617,-0.098752,0.099168,,,,-0.025848,0.264964,0.004303,-0.04392,-0.063807,0.027741,,0.043808,0.022844,,-0.073553,-0.108293,,-0.066048,,0.311244,0.026082,,,,-0.070788,-0.052201,,,-0.112151,-0.028131,,-0.154716,-0.033747,-0.049291,0.496561,,0.056081,0.05425
q158_klow_open,,,-0.09186,-0.095674,,,-0.01122,-0.063864,-0.023399,,-0.050547,0.574526,-0.209473,0.058911,0.30369,0.055216,,-0.120268,-0.121378,-0.093906,0.999179,-0.021149,,0.048717,0.047127,0.022756,,0.061878,,-0.014466,0.068488,,-0.005148,,,-0.017699,-0.003313,0.026161,,0.054091,-0.007015,,0.004342,,-0.009071,,-0.008201,0.010956,0.228732,0.275114,0.200664,0.15058,0.124925,0.545314,-0.020843,,-0.070321,0.028737,0.538591,1.0,0.573668,-0.093906,-0.05044,0.244585,0.241129,0.154607,-0.209596,-0.574282,-0.084307,-0.035652,-0.030029,-0.023328,0.055554,0.02515,,0.087562,,0.31907,0.266707,,0.331013,,-0.294191,-0.262361,,-0.335144,,0.104491,0.102659,0.069467,0.054226,0.051289,-0.090604,,0.133441,,-0.051227,,-0.085774,,-0.006648,0.060279,,-0.023337,,0.361138,0.328416,,0.356102,,-0.017694,,0.017694,-0.017694,-0.201208,-0.090809,-0.093826,-0.098775,-0.110923,-0.11583,0.240155,-0.240155,0.240155,0.085369,0.185406,0.220959,0.271669,,0.545314,,0.470674,0.166365,0.060648,-0.026424,-0.022756,0.092129,,0.080789,0.042666,-0.068488,0.014466,-0.040286,,-0.05879,-0.050947,0.014468,-0.072827,0.122576,0.042392,,-0.020387,,0.333441,,0.117042,0.072274,-0.017287,0.278209,,0.339088,0.022008,-0.03984,0.025366,-0.023253,0.05818,-0.049274,0.146722,-0.001873,-0.005344,0.011324,0.154837,-0.027416,,-0.046057,,,0.129355,0.003099,0.017737,-0.001371,,,-0.015722,0.045919,0.027549,0.001617,0.110745,,,,0.037124,0.011291,0.023977,0.048373,-0.031911,0.029666,,-0.094066,-0.274667,,-0.00588,-0.239615,,-0.06918,,0.291998,-0.003625,,,,-0.129558,-0.22573,,,-0.081171,0.006868,,-0.160229,-0.045872,0.004304,0.255082,,-0.029021,0.032828
q158_klow_range,,,0.021084,0.007501,,,0.005179,-0.075134,-0.038962,,-0.064,0.999775,-0.260814,0.114892,-0.025933,-0.02035,,-0.022215,-0.004393,-0.07132,0.568531,-0.017465,,0.005123,-0.037297,-0.055258,,-0.036885,,-0.066337,-0.016296,,-0.044252,,,-0.035946,-0.03049,-0.029695,,0.057382,-0.031413,,0.023122,,-0.036903,,-0.029786,-0.0258,-0.250659,0.051136,0.05151,0.047238,0.053871,-0.109538,0.058551,,-0.040626,0.05759,-0.113353,0.573668,1.0,-0.07132,-0.063851,0.251934,0.40325,-0.218089,-0.260836,-0.100617,0.060619,0.057867,0.055836,0.061022,0.065618,0.059596,,0.067509,,0.007775,0.012868,,-0.019948,,0.041492,0.043585,,0.034913,,0.062359,0.067367,0.056511,0.057347,0.064737,0.056703,,0.054341,,-0.073277,,-0.055891,,0.03623,0.02044,,-0.038917,,-0.033417,-0.016718,,-0.089116,,-0.045944,,0.045944,-0.045944,0.036446,0.030667,0.035963,0.026925,0.019312,0.024309,-0.049624,0.049624,-0.049624,-0.002317,-0.007229,-0.02299,-0.073201,,-0.109538,,-0.044973,-0.22055,0.007192,-0.031107,0.055258,0.067991,,0.073105,0.061315,0.016296,0.066337,-0.064801,,-0.080755,-0.051354,-0.024478,-0.067053,-0.000719,-0.009525,,-0.041545,,-0.101518,,-0.046296,-0.132759,-0.030839,-0.067244,,-0.04886,-0.00766,-0.061569,0.036652,0.076345,0.020095,-0.051484,-0.045614,0.01162,-0.021458,0.085484,0.014883,0.031778,,-0.016904,,,0.009095,-0.02873,0.013024,0.072446,,,0.050624,0.004757,0.030307,0.019072,0.061976,,,,0.039107,-0.185477,0.006489,0.09675,0.019431,0.005502,,-0.141337,-0.463646,,0.026502,-0.3458,,-0.007231,,0.015944,-0.014966,,,,-0.097733,-0.308771,,,-0.014018,0.010998,,-0.042722,-0.017817,0.012873,-0.037376,,-0.04081,-0.004847
q158_kmid_open,,,-0.007151,0.00682,,,0.005435,0.410843,0.353128,,0.767193,-0.071595,0.07003,0.140594,-0.093317,0.080382,,0.028643,-0.005607,1.0,-0.114541,0.079188,,-0.000288,0.093565,0.319311,,0.237408,,0.445683,0.118857,,0.214825,,,0.223616,0.10235,0.070896,,-0.492245,0.161967,,-0.154054,,0.155103,,0.102272,0.086023,-0.554195,-0.77738,-0.611715,-0.511919,-0.457126,0.017097,-0.085841,,0.072638,-0.092027,0.084312,-0.093906,-0.07132,1.0,0.766669,0.852809,0.617657,0.13476,0.069732,-0.610252,-0.800569,-0.623535,-0.524175,-0.46087,-0.534063,-0.389852,,-0.728823,,-0.318313,-0.248618,,-0.396671,,-0.349101,-0.281322,,-0.450191,,-0.996448,-0.707712,-0.57163,-0.4923,-0.443241,-0.361206,,-0.36095,,0.354902,,0.563877,,-0.235641,0.005712,,0.353122,,0.010859,0.010984,,0.028987,,0.221424,,-0.221424,0.221424,-0.001876,0.015207,0.008724,0.001052,-0.008111,0.001084,0.036054,-0.036054,0.036054,0.028755,0.023503,0.033316,0.031255,,0.017097,,0.012283,0.48661,0.03426,0.128199,-0.319311,-0.997813,,-0.712319,-0.575884,-0.118857,-0.445683,0.339945,,0.431809,0.249246,0.067706,0.422795,0.009341,0.04624,,0.180679,,0.041735,,0.01346,0.022791,0.11855,0.018118,,0.031701,0.091828,0.421196,-0.396841,-0.040814,0.23625,0.703605,0.046079,-0.134643,-0.057922,-0.108977,-0.155183,-0.097225,,-0.076358,,,-0.155153,0.004906,-0.656733,0.160918,,,-0.586957,-0.112444,-0.126667,-0.154605,0.120997,,,,-0.165052,0.073956,-0.169453,0.157464,-0.011103,-0.108808,,-0.267162,-0.54208,,-0.064766,-0.551927,,-0.030177,,-0.22398,0.007638,,,,0.122654,-0.405357,,,-0.00765,-0.269377,,0.062774,-0.009475,-0.091389,0.056834,,0.571502,0.002525
q158_kmid_range,,,0.007945,0.018191,,,0.006907,0.402357,0.372399,,0.999939,-0.064175,0.087283,0.168873,-0.04369,0.045048,,0.015779,0.001904,0.766669,-0.058814,-0.027077,,-0.001229,0.050192,0.214708,,0.150937,,0.301875,0.077455,,0.196119,,,0.212093,0.045367,0.042434,,-0.34721,0.188303,,-0.17974,,0.17968,,0.044963,0.042796,-0.44149,-0.574215,-0.435816,-0.36524,-0.321907,0.005168,-0.055061,,0.047473,-0.05954,0.028812,-0.05044,-0.063851,0.766669,1.0,0.669936,0.817694,0.085279,0.087005,-0.473505,-0.60262,-0.45435,-0.372684,-0.324127,-0.381136,-0.275389,,-0.531879,,-0.247224,-0.192655,,-0.312523,,-0.265577,-0.207362,,-0.346958,,-0.766175,-0.517088,-0.409287,-0.347279,-0.310352,-0.250334,,-0.256638,,0.39396,,0.410608,,-0.16056,0.00184,,0.372427,,-0.002164,-0.00383,,0.004877,,0.195525,,-0.195525,0.195525,0.006208,0.032448,0.021495,0.007272,-0.005774,0.005287,0.008088,-0.008088,0.008088,0.012972,0.011132,0.015756,0.002781,,0.005168,,0.005439,0.290401,0.011377,0.034039,-0.214708,-0.762877,,-0.512766,-0.404456,-0.077455,-0.301875,0.317752,,0.442011,0.337274,0.0745,0.523474,-0.001742,0.024573,,0.151636,,0.019186,,0.009042,0.021349,0.051338,-0.006679,,0.00708,0.038336,0.313051,-0.434145,-0.076818,0.347664,0.735322,0.072147,-0.033622,-0.028165,-0.067911,-0.149604,-0.035102,,-0.024753,,,-0.199855,0.009418,-0.728994,0.261045,,,-0.642202,-0.060825,-0.048613,-0.070383,0.132658,,,,-0.160512,0.046292,-0.097316,0.22176,-0.011167,-0.055709,,-0.24027,-0.781075,,-0.052552,-0.702002,,-0.036625,,-0.147354,0.009763,,,,0.122714,-0.466703,,,-0.011779,-0.134687,,0.026603,-0.002344,-0.053575,0.011622,,0.595584,0.002096
