factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha12,wq101,conditional,72h,0.00669814,0.00669814,0.09877956,0.09877956,0.067809,0.067809,0.067809,9.0301,0.5277,0.5277,17734,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,sign(dvol) * (-dclose); lookback=2 because delta(1) needs t and t-1,volume|close,2,sign(dvol) * (-dclose); lookback=2 because delta(1) needs t and t-1,-0.00053929,0.00028485,-0.00082413,-2.984,0.4973,,,,,,,
wq101_alpha53,wq101,conditional,1h,0.01810015,0.01810015,0.10959291,0.10959291,0.165158,0.165158,0.165158,22.033,0.5749,0.5749,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",high|low|close,10,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",2.991e-05,-3.199e-05,6.191e-05,2.1227,0.5202,,,,,,,
wq101_alpha53,wq101,conditional,4h,0.0137346,0.0137346,0.10923172,0.10923172,0.125738,0.125738,0.125738,16.7732,0.5547,0.5547,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",high|low|close,10,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",3.493e-05,-6.463e-05,9.956e-05,1.6942,0.5141,,,,,,,
wq101_alpha53,wq101,conditional,24h,0.00546173,0.00546173,0.11092052,0.11092052,0.04924,0.04924,0.04924,6.5648,0.5188,0.5188,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",high|low|close,10,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",7.691e-05,-7.057e-05,0.00014748,0.9732,0.5014,,,,,,,
wq101_alpha53,wq101,conditional,72h,0.00291939,0.00291939,0.10785989,0.10785989,0.027067,0.027067,0.027067,3.6037,0.5114,0.5114,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",high|low|close,10,"-delta(intraday_position, 9); lookback=10 because diff(9) needs t and t-9",-4.763e-05,-0.00023567,0.00018804,0.6455,0.5045,,,,,,,
q158_high_low_range,alpha158,conditional,1h,-0.03711551,-0.03711551,0.20541837,0.20541837,-0.180683,-0.180683,-0.180683,-24.1094,0.4192,0.4192,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(high - low) / close,high|low|close,1,(high - low) / close,8.672e-05,-1.817e-05,0.00010489,2.1826,0.5035,,,,,,,
q158_high_low_range,alpha158,conditional,4h,-0.05291715,-0.05291715,0.20124258,0.20124258,-0.262952,-0.262952,-0.262952,-35.0851,0.385,0.385,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(high - low) / close,high|low|close,1,(high - low) / close,0.00028975,-7.638e-05,0.00036613,3.924,0.4999,,,,,,,
q158_high_low_range,alpha158,conditional,24h,-0.08066086,-0.08066086,0.1999809,0.1999809,-0.403343,-0.403343,-0.403343,-53.7869,0.3247,0.3247,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(high - low) / close,high|low|close,1,(high - low) / close,0.00155335,-0.00025388,0.00180723,7.5573,0.4831,,,,,,,
q158_high_low_range,alpha158,conditional,72h,-0.09089448,-0.09089448,0.19446163,0.19446163,-0.467416,-0.467416,-0.467416,-62.2471,0.3075,0.3075,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(high - low) / close,high|low|close,1,(high - low) / close,0.0043126,-0.00093124,0.00524384,11.7571,0.4937,,,,,,,
vwap_dev_20h,alpha158_ohlcv,conditional,1h,-0.02642235,-0.02642235,0.16115439,0.16115439,-0.163957,-0.163957,-0.163957,-21.8666,0.4285,0.4285,17787,185.6,3302338,0.004198,False,DIRECTION_UNKNOWN,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",close|volume,20,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",6.446e-05,1.011e-05,5.434e-05,1.3084,0.4975,,,,,,,
vwap_dev_20h,alpha158_ohlcv,conditional,4h,-0.02727757,-0.02727757,0.16307461,0.16307461,-0.167271,-0.167271,-0.167271,-22.3073,0.4286,0.4286,17785,185.6,3302338,0.004198,False,DIRECTION_UNKNOWN,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",close|volume,20,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",0.00029817,-7.896e-05,0.00037713,4.5833,0.5107,,,,,,,
vwap_dev_20h,alpha158_ohlcv,conditional,24h,-0.01748158,-0.01748158,0.16616573,0.16616573,-0.105206,-0.105206,-0.105206,-14.0224,0.4568,0.4568,17765,185.6,3302338,0.004198,False,DIRECTION_UNKNOWN,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",close|volume,20,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",0.00109982,-0.00020761,0.00130743,6.3933,0.5106,,,,,,,
vwap_dev_20h,alpha158_ohlcv,conditional,72h,-0.00385486,-0.00385486,0.15598155,0.15598155,-0.024714,-0.024714,-0.024714,-3.2895,0.4944,0.4944,17717,185.6,3302338,0.004198,False,DIRECTION_UNKNOWN,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",close|volume,20,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",0.00331609,-0.00094231,0.00425839,11.2876,0.5268,,,,,,,
wvma_20h,alpha158_ohlcv,negative,1h,-0.02999489,0.02999489,0.1778356,0.1778356,-0.168666,0.168666,-0.168666,-22.4941,0.4249,0.5751,17786,185.6,3302072,0.004278,False,COMPUTED,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",close|volume,21,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",-1.914e-05,3.27e-05,-5.184e-05,-1.2266,0.5023,,,,,,,
wvma_20h,alpha158_ohlcv,negative,4h,-0.04432525,0.04432525,0.17647743,0.17647743,-0.251167,0.251167,-0.251167,-33.4948,0.3888,0.6112,17784,185.6,3302072,0.004278,False,COMPUTED,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",close|volume,21,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",-7.648e-05,0.00017595,-0.00025243,-2.9942,0.5026,,,,,,,
wvma_20h,alpha158_ohlcv,negative,24h,-0.06852856,0.06852856,0.17288386,0.17288386,-0.396385,0.396385,-0.396385,-52.8308,0.3302,0.6698,17764,185.6,3302072,0.004278,False,COMPUTED,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",close|volume,21,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",-0.00045685,0.00135903,-0.00181588,-8.6429,0.5088,,,,,,,
wvma_20h,alpha158_ohlcv,negative,72h,-0.07627881,0.07627881,0.17193337,0.17193337,-0.443653,0.443653,-0.443653,-59.0509,0.3068,0.6932,17716,185.6,3302072,0.004278,False,COMPUTED,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",close|volume,21,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",-0.00143779,0.00374472,-0.00518251,-13.3039,0.5037,,,,,,,
vol_ret_corr_20h,alpha158_ohlcv,conditional,1h,-0.02108158,-0.02108158,0.11353948,0.11353948,-0.185676,-0.185676,-0.185676,-24.7626,0.4227,0.4227,17786,185.6,3302072,0.004278,False,DIRECTION_UNKNOWN,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",close|volume,21,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",1.223e-05,-3.028e-05,4.25e-05,1.324,0.4984,,,,,,,
vol_ret_corr_20h,alpha158_ohlcv,conditional,4h,-0.03051721,-0.03051721,0.11603361,0.11603361,-0.263003,-0.263003,-0.263003,-35.0732,0.39,0.39,17784,185.6,3302072,0.004278,False,DIRECTION_UNKNOWN,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",close|volume,21,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",2.339e-05,-0.00014021,0.0001636,2.568,0.4962,,,,,,,
vol_ret_corr_20h,alpha158_ohlcv,conditional,24h,-0.03767071,-0.03767071,0.11573553,0.11573553,-0.32549,-0.32549,-0.32549,-43.3818,0.3684,0.3684,17764,185.6,3302072,0.004278,False,DIRECTION_UNKNOWN,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",close|volume,21,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",0.00049784,-0.00051342,0.00101126,6.383,0.501,,,,,,,
vol_ret_corr_20h,alpha158_ohlcv,conditional,72h,-0.03396542,-0.03396542,0.11241713,0.11241713,-0.302137,-0.302137,-0.302137,-40.2149,0.3711,0.3711,17716,185.6,3302072,0.004278,False,DIRECTION_UNKNOWN,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",close|volume,21,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",0.00094551,-0.00121374,0.00215926,7.1073,0.4959,,,,,,,
intraday_ret,alpha158_ohlcv,conditional,1h,-0.03655527,-0.03655527,0.15871176,0.15871176,-0.230325,-0.230325,-0.230325,-30.7335,0.3926,0.3926,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(close - open) / open; 1h bar open-to-close return,open|close,1,(close - open) / open; 1h bar open-to-close return,-2.076e-05,9.2e-05,-0.00011276,-2.7645,0.4722,,,,,,,
intraday_ret,alpha158_ohlcv,conditional,4h,-0.02817553,-0.02817553,0.157015,0.157015,-0.179445,-0.179445,-0.179445,-23.9429,0.4205,0.4205,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(close - open) / open; 1h bar open-to-close return,open|close,1,(close - open) / open; 1h bar open-to-close return,0.00010448,0.00015104,-4.656e-05,-0.5935,0.486,,,,,,,
intraday_ret,alpha158_ohlcv,conditional,24h,-0.01195088,-0.01195088,0.15334583,0.15334583,-0.077934,-0.077934,-0.077934,-10.3927,0.4645,0.4645,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(close - open) / open; 1h bar open-to-close return,open|close,1,(close - open) / open; 1h bar open-to-close return,0.00072056,0.0004156,0.00030496,1.5978,0.4949,,,,,,,
intraday_ret,alpha158_ohlcv,conditional,72h,-0.00454884,-0.00454884,0.14648534,0.14648534,-0.031053,-0.031053,-0.031053,-4.1354,0.4865,0.4865,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,(close - open) / open; 1h bar open-to-close return,open|close,1,(close - open) / open; 1h bar open-to-close return,0.00222851,0.00082961,0.00139889,3.8874,0.5022,,,,,,,
klow_close,alpha158_ohlcv,positive,1h,-0.02724868,-0.02724868,0.15221033,0.15221033,-0.17902,-0.17902,-0.17902,-23.8876,0.4233,0.4233,17805,186.2,3316259,0.0,False,COMPUTED,"(min(open,close) - low) / close; lower wick as fraction of close",open|low|close,1,"(min(open,close) - low) / close; lower wick as fraction of close",-1.213e-05,3.133e-05,-4.346e-05,-1.1346,0.484,,,,,,,
klow_close,alpha158_ohlcv,positive,4h,-0.03244043,-0.03244043,0.14983062,0.14983062,-0.216514,-0.216514,-0.216514,-28.889,0.4067,0.4067,17803,186.2,3316259,0.0,False,COMPUTED,"(min(open,close) - low) / close; lower wick as fraction of close",open|low|close,1,"(min(open,close) - low) / close; lower wick as fraction of close",0.00011011,1.232e-05,9.779e-05,1.2928,0.4892,,,,,,,
klow_close,alpha158_ohlcv,positive,24h,-0.0467766,-0.0467766,0.15014291,0.15014291,-0.311547,-0.311547,-0.311547,-41.5457,0.3606,0.3606,17783,186.2,3316259,0.0,False,COMPUTED,"(min(open,close) - low) / close; lower wick as fraction of close",open|low|close,1,"(min(open,close) - low) / close; lower wick as fraction of close",0.00100094,-0.00011364,0.00111458,5.7006,0.4831,,,,,,,
klow_close,alpha158_ohlcv,positive,72h,-0.05476646,-0.05476646,0.14736285,0.14736285,-0.371644,-0.371644,-0.371644,-49.4928,0.3426,0.3426,17735,186.2,3316259,0.0,False,COMPUTED,"(min(open,close) - low) / close; lower wick as fraction of close",open|low|close,1,"(min(open,close) - low) / close; lower wick as fraction of close",0.00268851,-0.0002189,0.00290741,7.7675,0.4843,,,,,,,
ksft_5h,alpha158_ohlcv,conditional,1h,-0.00498937,-0.00498937,0.10441421,0.10441421,-0.047784,-0.047784,-0.047784,-6.3754,0.4782,0.4782,17801,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"rolling_skewness(ret_1h, 5); short-window return skewness",close,6,"rolling_skewness(ret_1h, 5); short-window return skewness",1.627e-05,-1.491e-05,3.118e-05,1.0998,0.501,,,,,,,
ksft_5h,alpha158_ohlcv,conditional,4h,-0.00472078,-0.00472078,0.10513959,0.10513959,-0.0449,-0.0449,-0.0449,-5.9903,0.4791,0.4791,17799,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"rolling_skewness(ret_1h, 5); short-window return skewness",close,6,"rolling_skewness(ret_1h, 5); short-window return skewness",4.349e-05,-9.174e-05,0.00013524,2.4171,0.5022,,,,,,,
ksft_5h,alpha158_ohlcv,conditional,24h,-0.00740877,-0.00740877,0.10506482,0.10506482,-0.070516,-0.070516,-0.070516,-9.4025,0.4661,0.4661,17779,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"rolling_skewness(ret_1h, 5); short-window return skewness",close,6,"rolling_skewness(ret_1h, 5); short-window return skewness",4.301e-05,-0.00017845,0.00022146,1.5592,0.5005,,,,,,,
ksft_5h,alpha158_ohlcv,conditional,72h,-0.00729359,-0.00729359,0.1029123,0.1029123,-0.070872,-0.070872,-0.070872,-9.4371,0.4699,0.4699,17731,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"rolling_skewness(ret_1h, 5); short-window return skewness",close,6,"rolling_skewness(ret_1h, 5); short-window return skewness",-7.868e-05,-0.00036987,0.00029119,1.0517,0.4991,,,,,,,
tech_macd,technical,positive,1h,-0.01058694,-0.01058694,0.11956243,0.11956243,-0.088547,-0.088547,-0.088547,-11.8154,0.4594,0.4594,17805,186.2,3316259,0.0,False,COMPUTED,MACD histogram (EMA12-EMA26 signal),close,26,MACD histogram (EMA12-EMA26 signal),3.164e-05,5.18e-06,2.646e-05,0.8521,0.4995,,,,,,,
tech_macd,technical,positive,4h,-0.01426664,-0.01426664,0.1212813,0.1212813,-0.117633,-0.117633,-0.117633,-15.6955,0.4489,0.4489,17803,186.2,3316259,0.0,False,COMPUTED,MACD histogram (EMA12-EMA26 signal),close,26,MACD histogram (EMA12-EMA26 signal),0.00011887,1.865e-05,0.00010022,1.6109,0.5051,,,,,,,
tech_macd,technical,positive,24h,-0.00987531,-0.00987531,0.12675575,0.12675575,-0.077908,-0.077908,-0.077908,-10.3893,0.4657,0.4657,17783,186.2,3316259,0.0,False,COMPUTED,MACD histogram (EMA12-EMA26 signal),close,26,MACD histogram (EMA12-EMA26 signal),0.00082916,-0.00021585,0.00104501,6.2114,0.5063,,,,,,,
tech_macd,technical,positive,72h,-0.00677206,-0.00677206,0.1204471,0.1204471,-0.056224,-0.056224,-0.056224,-7.4876,0.4722,0.4722,17735,186.2,3316259,0.0,False,COMPUTED,MACD histogram (EMA12-EMA26 signal),close,26,MACD histogram (EMA12-EMA26 signal),0.00167956,-4.636e-05,0.00172592,5.5138,0.5002,,,,,,,
